#OTU ID,MS01_1,MS01_2,MS01_3,MS01_4,MS01_5,MS01_6,MS03_1,MS03_2,MS03_3,MS03_4,MS03_5,MS03_6,MS07_1,MS07_2,MS07_3,MS07_4,MS07_5,MS07_6,MS14_1,MS14_2,MS14_3,MS14_4,MS14_5,MS14_6,MS21_1,MS21_2,MS21_3,MS21_4,MS21_5,MS21_6,MS28_1,MS28_2,MS28_3,MS28_4,MS28_5,MS28_6,MS35_1,MS35_2,MS35_3,MS35_4,MS35_5,MS35_6
ASV3,0,0,0,0,0,0,1598,846,2920,0,1329,2432,664801,12620,190266,2620,16888,24698,7565753,10493129,7416775,307306,423554,275688,7731,1013456,0,74541,0,0,0,19106,11781,112800,87930,0,0,160219,0,42840,56516,188515
ASV69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,0,47088,0,0,0,0,0,0,0,19743,74721,0,0,16961140,0,36679,0,0,0,0,0,3166930,7585229,0
ASV316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26152,0,0,18636,0,0,0,165134,12485772,0,113752,0,13279960
ASV31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13075,0,0,0,0,18340,12608988,0,0,0,0,0,5752199,0,0,6035536,156265,0,0,113164,0,0,0,0,0,0,0,0
ASV220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176730,0,0,0,0,0,0,0,23872156,0,0,0
ASV36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12519878,7321194,0,0,0,0,0,45796,0,0,27751,0,0,0,0,0,0,0,0,0,0,0,0
ASV510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18346746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV21,146,0,0,0,112,971,3775,1145,11405,1836,834,2705,2590,1669,1063,2059,2858,837,48011,890491,784938,4798,440515,756237,20559,447800,49162,573269,780328,417994,45499,448181,109026,804368,115016,223269,69312,2355985,500586,323687,440050,2753858
ASV27,0,0,29093,2541,1149,3085,1126,10992,21628,0,1669,2285,4618,0,16835,9671,0,2861,0,0,0,0,10833,118295,0,6439737,54186,36039,185039,3944823,6163,98210,1318646,12158,70215,73649,15584,152102,0,0,0,0
ASV57,0,0,0,0,0,0,0,0,0,0,0,0,16109,0,6230,0,0,0,223495,11555369,207564,0,119935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV56,0,0,0,637,0,1117,4679,2781,9931,1130,1371,3639,12191,0,19999,3474,1456,3001,297277,578624,885227,18529,332678,478831,31992,654039,121335,380257,576891,227522,115335,552499,96081,115176,123675,329174,11047,2117701,267128,123322,88473,2685643
ASV426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376629,979079,1094981,0,0,816977,553414,2758617,0,1178410,482635,2908166
ASV8,0,0,0,0,321,0,0,0,808,0,0,0,0,0,0,0,2070,0,0,95421,5169429,0,4701,189516,41057,2050495,7717,97841,278777,172294,21075,100091,29030,99890,99689,485479,0,510734,135674,18138,172184,662797
ASV830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4920240,0,0,0,5445766
ASV156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174608,180483,75514,0,0,0,0,495351,333494,6289160,0,0,0,0,0,0,31603,0,0,1125233,0,0,0,1406014
ASV336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070,0,0,0,0,0,0,0,0,0,0,0,750022,24714,345643,75914,3013858,6263,0,100643,1794469,1725745,21329,0,2039279
ASV24,0,0,0,0,0,0,0,0,0,0,0,0,4561,0,1878,0,0,0,175657,970452,278404,0,91492,8775,20817,73834,0,4865234,0,98977,0,0,0,123077,400914,88170,12782,118237,207316,0,1997258,115361
ASV263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401953,626023,71647,437894,766745,1546989,0,317121,318634,566419,627557,520383,545521,0
ASV35,168806,245530,338660,211695,86298,58086,249553,127027,153453,187796,362733,150916,282953,129687,115802,114542,219957,656161,481093,379635,296595,507419,188668,588816,167915,21889,57067,399114,24638,166784,13776,18470,9979,18124,25877,8779,0,229912,0,14673,0,227579
ASV776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11350,0,0,31927,687442,5826722,124072,45826,956780
ASV139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3716176,3423401,0,0,0,0,0,4004,67268,115313,68769,0,0,0,23857,0,15959,0,0,0,0,19111,0
ASV425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,0,0,0,0,0,0,0,815124,0,0,0,3197982,0,0,53121,1000353,865353,0,0,1172008
ASV144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603379,666420,0,0,0,0,0,91560,180710,631562,313512,79913,411532,96081,123591,0,234209,0,1682174,135002,90460,89432,1609440
ASV22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145670,4117168,0,0,0,0,0,5052,46678,340436,217857,0,79125,37177,147773,0,404807,0,393191,112413,11531,141310,386898
ASV1394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5902675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109835,1831598,0,0,0,0,0,1281343,1228391,0,0,1263594
ASV32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3749550,0,0,0,0,0,0,0,0,313242,136689,0,100091,82349,140817,0,218909,0,155478,154216,0,83829,123513
ASV40,159,1002,0,291,0,0,4546,2152,17417,1548,392,1887,0,0,0,3173,0,1377,3213,0,103476,1958,218636,95030,27482,52195,0,117492,0,212288,0,682858,76646,528991,136565,0,49608,910471,427665,219967,370276,975131
ASV100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286381,99530,0,0,0,0,0,16815,84264,166686,346437,7898,689091,115143,740011,0,66699,0,856679,317237,170102,356299,787135
ASV14,0,0,0,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3131427,31105,2223,7400,103601,38931,178433,0,29679,320643,114338,9065,0,84598,0,31483,295056,20793,226350,230482,24744,0,224336
ASV74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1044272,184545,0,0,0,0,0,0,2130271,85705,77204,0,0,0,141449,0,62465,0,0,104747,0,1258441,0
ASV94,0,0,0,0,0,0,0,421,1309,0,0,335,3442,0,7676,0,0,1489,15652,1641450,2114825,2271,55400,593632,6489,7543,0,65611,0,0,0,0,0,0,12903,0,0,0,0,0,0,0
ASV5,0,2275,0,7307,1723,1728,8862,6972,20841,6856,1350,13131,39968,8101,64884,4997,5061,9486,82436,1280238,495937,34279,383684,28312,18582,764237,107704,171935,80206,71374,0,0,0,0,29606,52588,0,110085,0,45035,35427,197523
ASV102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,152682,2396067,30323,4405,11153,30326,0,6141,295895,0,0,0,0,0,62226,53935,0,0,363073,191565,0,153405,373568
ASV37,0,0,0,0,0,0,0,0,0,0,0,0,8790,4242,3038,1205,0,0,474969,816800,1064995,10244,186845,155342,0,646936,38708,269432,0,0,0,0,40249,220284,124107,0,0,0,0,0,57602,0
ASV25,0,0,0,0,0,0,1126,315,2190,1530,258,1941,7846,2758,5116,1208,545,739,1376554,816093,406210,11402,115068,50380,4345,1034383,77310,17711,0,0,0,37970,0,0,21050,0,0,14955,0,0,6302,24169
ASV20,0,0,0,0,0,0,0,531,661,0,307,986,1267,287,1301,369,2750,0,11275,1122742,941953,3773,63180,108193,20112,638138,29241,115919,250164,79595,0,0,0,34229,126489,85791,0,0,195870,0,32329,0
ASV370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1546,0,0,0,0,0,0,0,0,0,0,0,24305,0,0,129067,486408,73005,0,340118,0,216889,554388,269210,351914,499709,737335
ASV168,0,0,0,0,0,0,0,0,0,0,0,0,3888,0,0,0,0,0,1274397,415361,1878135,0,12605,0,0,0,0,0,0,0,0,0,0,0,31251,0,0,0,0,0,0,0
ASV239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3974,0,0,0,0,0,1768543,0,0,0,0,519041,857539,0,0,365567,33529,0,0,0,0,0,0,0,0,0,0,0
ASV386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54402,0,10598,0,0,0,3273182,0,0,0
ASV146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2757379,360660,0,0,0,0,0,0,0,74272,0,0,0,0,0,0,20086,0,0,0,0,120254,0
ASV6,0,0,0,91,0,0,670,125,0,0,0,0,0,0,0,0,834,0,0,214197,30090,790,4092,7085,23473,382163,37339,69275,183427,213439,20555,30676,12433,374236,35536,602722,0,381613,0,62341,70509,506204
ASV62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1465084,798445,0,0,0,0,0,31387,63001,323139,88243,0,0,0,52852,0,72586,0,106181,92560,9339,0,73388
ASV39,0,0,0,0,0,0,0,0,829,0,0,0,1738,0,2423,0,0,0,9486,707655,59183,0,49754,0,23127,1295286,65776,133357,0,108700,0,0,0,0,41547,109784,0,0,0,60556,0,471416
ASV88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1181981,1042822,0,0,0,0,0,29899,150744,0,92061,0,0,0,349978,0,0,9854,75822,0,0,77986,71120
ASV2259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,1086,0,0,0,0,0,0,1472871,0,8034,0,1576804
ASV90,0,0,0,0,380,0,0,0,0,0,0,0,79134,0,7822,312,0,0,23344,2177365,336834,37219,72983,20295,0,0,0,0,63787,0,0,0,0,0,56176,0,0,0,45071,0,0,0
ASV93,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,680,0,0,0,1920557,0,0,0,0,0,0,0,0,0,0,0,620572,0,9389,644,0,0,0,0,0,191326,0
ASV41,0,0,0,0,0,0,0,0,282,698,196,0,2013,0,0,1908,0,0,0,0,0,0,56982,199604,0,2156,0,0,185384,44005,4927,111453,65689,143754,0,0,61467,528879,130361,45372,387057,580795
ASV89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240085,53542,0,0,0,0,0,76429,80872,154822,136827,0,113969,0,133680,0,99937,0,383368,0,0,49489,0
ASV331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542647,1839676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557,0,0,0,0,11403,223181,0,0,0,0,55755,194992,0,251955,0,0,2240,259432,27786,167836,933403,0,135315,84870
ASV115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1211405,428431,0,0,0,0,0,119139,0,0,0,0,273580,0,221518,0,0,20760,0,0,0,0,0
ASV23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,978,0,0,0,0,0,0,0,397183,104827,0,38035,388513,0,306770,0,0,751253,10711,196486,0
ASV413,0,0,2741,0,385,458,0,983,4895,0,563,0,0,0,15716,0,0,0,0,0,0,0,9000,14782,0,883180,16798,0,0,0,0,135460,0,0,7800,59015,55675,213222,241487,52819,139107,315254
ASV38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228348,0,0,0,0,0,0,0,0,177791,235079,0,0,0,393780,0,422351,0,246126,0,56816,56608,231312
ASV828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19597,0,0,0,105321,87085,40852,0,9580,24784,121854,519695,218926,93400,108060,624313
ASV164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36139,0,1478816,4890,0,0,0,0,0,0,0,6350,0,0,0,36299,0,0,0,0,119089,0,199217,0
ASV243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1188461,0,0,0,0,0,0,0,0,0,0,0,542788,0,118087,0,0,0,0,0,0,0,0
ASV2079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1750638,0,0,0
ASV1308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63063,0,0,152798,0,13059,120324,304534,159663,237099,339775,359644
ASV133,0,0,0,0,0,0,0,0,0,2602,0,0,1367392,0,76584,0,0,0,0,0,154204,0,27012,53024,0,0,0,0,0,0,0,0,0,11461,15493,0,0,0,0,0,0,0
ASV1266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8526,437713,50090,0,0,0,0,0,0,1174736,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72222,0,0,0,42190,0,10950,78183,24760,322357,621512,7131,16616,440414
ASV159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032804,329650,0,0,0,0,0,57278,0,69231,48317,4778,0,0,34542,0,0,0,0,0,0,0,0
ASV768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1545938,0,0,0,0,0,0,0,0,0,0,0,12221,0,0,0,0
ASV143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770474,0,0,0,0,0,0,0,0,0,0,0,766353,0,0,0,0,0,0,0,0,0,0
ASV105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110203,0,0,0,0,0,0,0,0,0,0,0,0,0,52834,0,0,0,0,0,292754,0
ASV67,0,0,0,254,0,388,0,784,0,0,0,0,0,0,0,514,0,0,0,0,0,0,0,0,0,0,0,0,32494,0,0,0,0,24615,0,0,0,0,0,21423,1375045,0
ASV17,0,0,0,0,0,0,0,344,0,0,0,169,0,0,0,0,772,720,1519,357902,8382,468,1161,3464,5373,216510,12008,39292,86357,70460,7506,14515,5745,63894,15619,40874,0,208192,0,17597,34495,203445
ASV522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118644,0,0,0,50332,41584,0,80837,0,277637,442556,11299,0,351169
ASV186,0,0,0,285,150,260,0,17934,0,126,0,264,0,0,0,0,0,1060,0,0,0,0,0,0,0,297592,0,8101,0,51211,83708,0,0,15901,3324,16892,45222,414785,17235,54097,54659,273906
ASV290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136790,46661,0,0,50010,158363,0,0,0,298119,0,0,288061,316734
ASV54,0,0,0,0,0,0,0,1024,829,0,424,350,2044,936,813,250,0,0,0,392860,264956,2346,40721,152290,0,65034,0,44960,122740,40266,0,102144,0,0,19145,0,0,0,0,0,0,0
ASV46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491146,0,0,0,0,30864,0,0,24107,33094,0,0,0,0,65538,0,0,0,0,106315,20586,480811,0
ASV693,0,0,0,866,0,0,0,0,0,0,0,1393,0,0,0,0,0,0,0,0,0,0,0,0,216302,1012381,0,0,0,0,0,0,0,0,11569,0,0,0,0,0,0,0
ASV458,0,0,0,0,0,0,0,0,0,0,0,0,6001,0,0,0,0,0,0,0,1218983,12976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152387,0,0,0,0,0,0,0,0,45899,0,0,0,0,0,0,0,0,0,0,0,0
ASV4562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1075364,62472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1134140,0,0,0,0,0,0,0,0,0,0,0,0
ASV894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565248,0,0,0,0,0,280094,0,0,212254,0,0,0,0,0,0,0,0,0,0,0,0
ASV166,0,1365,0,0,0,0,1721,0,933,0,0,3024,7769,3240,4456,0,2356,2033,46526,388660,337622,9499,56065,11191,0,32708,22577,16289,0,0,0,0,0,0,6809,0,0,0,88656,0,0,0
ASV1769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1028842,0,0,0,0,0,0,0,0,0,0,0,0
ASV1327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639640,243089,0,0,0,0,0,0,0,0,0,0,0,0,76844,0,0,0,0,0,0,0,65572
ASV1733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV173,212,0,0,0,0,0,0,793,0,0,0,334,869618,0,52087,1684,0,1759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19514,0,0,0,0,0,41744,0
ASV1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789,0,0,178982,789410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1143,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,964115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123074,5932,0,0,277705,0,49205,0,185137,34433,0,66823,221885
ASV829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395523,0,338221,0,116546,0,0,17432,65118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV2455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91970,0,0,0,0,0,0,0,0,130541,17613,0,74955,0,0,0,36342,32681,163984,114149,27984,105638,130638
ASV1542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563122,0,0,0,0,0,0,0,197368,0,0,0,0,0,0,0,0,0,0,127035,0,28739,0
ASV996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19234,589843,248950,0,4134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40918,0
ASV195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285869,106148,0,0,0,0,0,0,18929,14101,91399,7082,0,23206,159335,0,34502,15494,31754,0,0,53800,33024
ASV1070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428442,234051,0,0,0,0,0,0,0,0,60800,0,0,36832,102495,0,0,0,0,0,0,0,0
ASV2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832261,28101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV537,0,0,0,395,0,0,0,0,0,0,0,0,5174,0,0,0,0,0,21303,0,316554,0,38467,7843,0,100976,31178,44119,0,0,0,0,38185,0,16195,0,25207,140644,0,0,73519,0
ASV945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24714,0,0,0,14296,0,817171,0,0,0
ASV1777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656010,194664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV721,0,0,0,511,431,0,0,9022,370,0,0,237,0,0,0,433,0,0,0,0,0,0,0,0,0,142125,12954,0,0,79756,22681,0,0,0,3402,0,24508,261004,18550,59182,0,213197
ASV178,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4140,0,186583,0,4174,0,0,0,0,0,164016,35032,0,0,89004,155681,18827,14722,0,52881,0,0,0,120930
ASV293,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,781,0,0,0,0,0,0,0,0,0,0,0,822964,0,0,0,0,802,0,0,0,0,0,0,0
ASV1286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820754,0
ASV1006,0,0,0,0,317,0,0,0,0,0,0,0,1983,0,303,0,0,0,3154,605838,175893,10927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV5142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352757,177154,0,0,0,0,0,0,31964,142146,51651,0,0,0,0,0,0,0,0,0,0,0,0
ASV430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78775,0,0,0,138940,164167,0,114137,0,102766,0,0,155412,0,0,0
ASV30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,989,0,997,0,0,0,0,28714,162622,0,0,0,0,29619,0,8912,0,113193,66972,26397,95655,0,0,0,0,139288,78115
ASV1605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101507,13120,150344,1722,0,0,0,0,446372,10657,0
ASV5314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV5403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV5404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,1133,0,0,0,0,0,0,0,0,0,0,0,0,11426,0,188005,7550,54592,14888,190933,0,20424,49531,160554
ASV5433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV5447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV428,0,0,0,1371,0,0,3886,1079,2975,3036,0,465,16840,0,60611,2268,0,0,0,0,0,0,20255,69870,0,0,0,0,0,0,0,317544,0,0,5821,60624,0,0,126666,0,0,0
ASV205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3574,0,0,91897,11882,0,0,0,4741,0,0,0,8998,0,0,169893,293161,0,0,107358
